job_title,uri,essential_skills,optional_skills
footwear factory warehouse operator,http://data.europa.eu/esco/occupation/143e49fc-832f-477c-8cac-8eabe6fd7bc2,"['footwear components', 'use IT tools', 'footwear quality', 'footwear materials', 'perform packing of footwear and leather goods', 'footwear manufacturing technology', 'determine footwear warehouse layout']","['create solutions to problems', 'reduce environmental impact of footwear manufacturing', 'use communication techniques']"
footwear finishing and packing operator,http://data.europa.eu/esco/occupation/d9e4581a-91b3-47f9-a2d5-70eb542caac5,"['apply footwear finishing techniques', 'footwear components', 'footwear machinery', 'apply basic rules of maintenance to leather goods and footwear machinery', 'footwear materials', 'footwear quality', 'footwear equipments', 'perform packing of footwear and leather goods', 'footwear finishing techniques', 'footwear manufacturing technology']","['determine footwear warehouse layout', 'reduce environmental impact of footwear manufacturing', 'apply footwear and leather goods quality control techniques']"
footwear hand sewer,http://data.europa.eu/esco/occupation/ce594060-b05a-45d8-ac41-1cf3bb980085,"['footwear manufacturing technology', 'apply pre-stitching techniques', 'footwear quality', 'footwear materials', 'footwear stitching techniques', 'work in textile manufacturing teams', 'footwear components', 'pre-stitching processes and techniques for footwear and leather goods']","['reduce environmental impact of footwear manufacturing', 'create solutions to problems', 'footwear equipments', 'use IT tools', 'footwear machinery']"
footwear maintenance technician,http://data.europa.eu/esco/occupation/e614861b-4685-4699-a12d-965cdd65ec64,"['use IT tools', 'maintain footwear assembling equipment', 'footwear equipments', 'health and safety regulations', 'footwear components', 'maintenance of footwear manufacturing machines', 'make technical drawings of fashion pieces', 'create solutions to problems', 'footwear quality', 'exert a goal-oriented leadership role towards colleagues', 'footwear machinery', 'footwear materials', 'footwear manufacturing technology', 'use communication techniques', 'reduce environmental impact of footwear manufacturing', 'work in textile manufacturing teams']","['automatic cutting systems for footwear and leather goods', 'footwear stitching techniques', 'apply assembling techniques for cemented footwear construction', 'communicate commercial and technical issues in foreign languages', 'assembling processes and techniques for goodyear footwear construction', 'assembling processes and techniques for california footwear construction', 'pre-stitching processes and techniques for footwear and leather goods', 'apply pre-stitching techniques', 'apply machine cutting techniques for footwear and leather goods', 'assembling processes and techniques for cemented footwear construction', 'operate automatic cutting systems for footwear and leather goods', 'apply stitching techniques']"
footwear patternmaker,http://data.europa.eu/esco/occupation/93aa611c-a58c-43ff-bc34-6e201dfdd0dd,"['make technical drawings of fashion pieces', 'footwear components', 'footwear manufacturing technology', 'pattern grading', 'work in textile manufacturing teams', 'footwear materials', 'create patterns for footwear', 'footwear quality']","['create solutions to problems', 'reduce environmental impact of footwear manufacturing', 'manual cutting processes for leather', 'apply development process to footwear design', 'footwear creation process', 'ergonomics in footwear and leather goods design', 'create technical sketches for footwear', 'develop footwear collection', 'use communication techniques', 'prepare footwear samples']"
footwear product developer,http://data.europa.eu/esco/occupation/1209b85e-80f1-490f-a7e1-6ad220bb956d,"['implement footwear marketing plan', 'CAD for footwear', 'work in textile manufacturing teams', 'footwear creation process', 'create mood boards', 'footwear and leather goods marketing planning', 'create solutions to problems', 'practice innovative thinking in the footwear and leather goods industries', 'footwear components', 'footwear quality', 'use CAD for soles', 'use communication techniques', 'ergonomics in footwear and leather goods design', 'reduce environmental impact of footwear manufacturing', 'perform market research in footwear', 'create technical sketches for footwear', 'pattern grading', 'distinguish accessories', 'use IT tools', 'use CAD for lasts', 'communicate commercial and technical issues in foreign languages', 'prepare footwear samples', 'make technical drawings of fashion pieces', 'footwear materials', 'footwear manufacturing technology', 'apply development process to footwear design', 'distinguish fabrics', 'develop footwear and leather goods marketing plans', 'use CAD for heels', 'develop footwear collection', 'apply fashion trends to footwear and leather goods', 'create patterns for footwear']","['manual cutting processes for leather', 'operate 2D CAD for footwear pattern engineering', 'create 3D CAD footwear prototypes']"
footwear product development manager,http://data.europa.eu/esco/occupation/ef6020f9-11b4-4d1a-96e0-903331594121,"['make technical drawings of fashion pieces', 'use communication techniques', 'pattern grading', 'footwear manufacturing technology', 'develop footwear collection', 'footwear and leather goods marketing planning', 'apply fashion trends to footwear and leather goods', 'distinguish accessories', 'health and safety in the workplace', 'work in textile manufacturing teams', 'apply development process to footwear design', 'implement footwear marketing plan', 'footwear materials', 'reduce environmental impact of footwear manufacturing', 'practice innovative thinking in the footwear and leather goods industries', 'footwear quality', 'create patterns for footwear', 'create solutions to problems', 'use IT tools', 'communicate commercial and technical issues in foreign languages', 'distinguish fabrics', 'exert a goal-oriented leadership role towards colleagues', 'plan supply chain logistics for footwear and leather goods', 'prepare footwear samples', 'footwear components', 'perform market research in footwear', 'develop footwear and leather goods marketing plans', 'footwear creation process']","['ergonomics in footwear and leather goods design', 'CAD for footwear', 'use CAD for lasts', 'operate 2D CAD for footwear pattern engineering', 'create 3D CAD footwear prototypes', 'use CAD for soles', 'create technical sketches for footwear', 'use CAD for heels', 'manage footwear quality systems']"
footwear production machine operator,http://data.europa.eu/esco/occupation/1b4e795d-6e49-4b7b-bb34-585edfd6eb18,"['footwear quality', 'footwear materials', 'follow work procedures', 'prepare footwear samples', 'ensure equipment maintenance', 'footwear machinery', 'work in textile manufacturing teams', 'footwear equipments', 'footwear creation process', 'footwear components', 'ergonomics in footwear and leather goods design']","['apply basic rules of maintenance to leather goods and footwear machinery', 'apply stitching techniques', 'CAD for footwear', 'footwear industry', 'apply footwear and leather goods quality control techniques', 'apply pre-stitching techniques', 'assembling processes and techniques for california footwear construction', 'assembling processes and techniques for cemented footwear construction', 'footwear bottoms pre-assembly', 'footwear manufacturing technology', 'clothing and footwear products', 'apply assembling techniques for cemented footwear construction', 'apply methods for footwear and leather goods manufacturing', 'apply footwear bottoms pre-assembling techniques', 'automatic cutting systems for footwear and leather goods', 'apply footwear finishing techniques', 'operate automatic cutting systems for footwear and leather goods', 'footwear stitching techniques', 'pre-stitching processes and techniques for footwear and leather goods', 'assembling processes and techniques for goodyear footwear construction', 'maintain footwear assembling equipment', 'footwear uppers pre-assembly', 'apply machine cutting techniques for footwear and leather goods', 'footwear finishing techniques']"
footwear production manager,http://data.europa.eu/esco/occupation/6482664d-48f4-4ff4-9346-584ac0e2f729,"['use IT tools', 'use technical documentation', 'health and safety in the workplace', 'assembling processes and techniques for cemented footwear construction', 'footwear stitching techniques', 'footwear finishing techniques', 'exert a goal-oriented leadership role towards colleagues', 'plan supply chain logistics for footwear and leather goods', 'footwear components', 'communicate commercial and technical issues in foreign languages', 'footwear quality', 'use communication techniques', 'footwear materials', 'assembling processes and techniques for california footwear construction', 'footwear manufacturing technology', 'pre-stitching processes and techniques for footwear and leather goods', 'manage production of footwear or leather goods', 'work in textile manufacturing teams', 'reduce environmental impact of footwear manufacturing', 'footwear bottoms pre-assembly', 'assembling processes and techniques for goodyear footwear construction', 'calculate the productivity of the production of footwear and leather goods', 'practice innovative thinking in the footwear and leather goods industries', 'prepare footwear samples', 'manual cutting processes for leather', 'footwear uppers pre-assembly', 'plan footwear manufacture']","['apply footwear bottoms pre-assembling techniques', 'footwear equipments', 'apply machine cutting techniques for footwear and leather goods', 'coordinate cutting room in footwear manufacturing', 'determine footwear warehouse layout', 'apply assembling techniques for cemented footwear construction', 'coordinate finishing room in footwear manufacturing', 'operate automatic cutting systems for footwear and leather goods', 'manage footwear quality systems', 'footwear machinery', 'coordinate closing room in footwear manufacturing', 'automatic cutting systems for footwear and leather goods', 'footwear creation process', 'coordinate assembling room in footwear manufacturing']"
footwear production supervisor,http://data.europa.eu/esco/occupation/a659968d-0804-4357-bc60-735e4d41e65c,"['apply footwear and leather goods quality control techniques', 'exert a goal-oriented leadership role towards colleagues', 'footwear creation process', 'footwear components', 'calculate the productivity of the production of footwear and leather goods', 'footwear quality', 'create solutions to problems', 'footwear materials', 'manage staff', 'use IT tools', 'footwear machinery', 'footwear equipments', 'measure working time in footwear and leather goods production', 'manage footwear quality systems', 'health and safety in the workplace', 'use communication techniques', 'manual cutting processes for leather', 'manage production of footwear or leather goods', 'footwear manufacturing technology', 'plan supply chain logistics for footwear and leather goods', 'work in textile manufacturing teams', 'health and safety regulations']","['apply footwear finishing techniques', 'coordinate cutting room in footwear manufacturing', 'communicate commercial and technical issues in foreign languages', 'pre-stitching processes and techniques for footwear and leather goods', 'perform laboratory tests on footwear or leather goods', 'assembling processes and techniques for california footwear construction', 'assembling processes and techniques for cemented footwear construction', 'reduce environmental impact of footwear manufacturing', 'apply machine cutting techniques for footwear and leather goods', 'automatic cutting systems for footwear and leather goods', 'footwear uppers pre-assembly', 'apply stitching techniques', 'operate automatic cutting systems for footwear and leather goods', 'determine footwear warehouse layout', 'apply methods for footwear and leather goods manufacturing', 'prepare footwear samples', 'footwear bottoms pre-assembly', 'coordinate closing room in footwear manufacturing', 'footwear stitching techniques', 'assembling processes and techniques for goodyear footwear construction', 'coordinate assembling room in footwear manufacturing', 'practice innovative thinking in the footwear and leather goods industries', 'footwear industry', 'footwear finishing techniques', 'maintain footwear assembling equipment', 'apply basic rules of maintenance to leather goods and footwear machinery', 'coordinate finishing room in footwear manufacturing', 'perform manual cutting for footwear uppers', 'plan footwear manufacture', 'manage supplies']"
footwear production technician,http://data.europa.eu/esco/occupation/59dae100-fdfe-44bd-8bd8-a0d3cd813ce4,"['assembling processes and techniques for goodyear footwear construction', 'footwear materials', 'communicate commercial and technical issues in foreign languages', 'plan footwear manufacture', 'manage production of footwear or leather goods', 'footwear bottoms pre-assembly', 'reduce environmental impact of footwear manufacturing', 'manual cutting processes for leather', 'use IT tools', 'assembling processes and techniques for california footwear construction', 'footwear quality', 'footwear manufacturing technology', 'prepare footwear samples', 'footwear components', 'footwear equipments', 'footwear finishing techniques', 'footwear uppers pre-assembly', 'assembling processes and techniques for cemented footwear construction', 'create solutions to problems', 'pre-stitching processes and techniques for footwear and leather goods', 'use communication techniques', 'footwear machinery', 'work in textile manufacturing teams']","['make technical drawings of fashion pieces', 'maintain footwear assembling equipment', 'footwear creation process', 'perform packing of footwear and leather goods', 'apply pre-stitching techniques', 'automatic cutting systems for footwear and leather goods', 'footwear stitching techniques', 'apply footwear finishing techniques', 'apply assembling techniques for cemented footwear construction', 'apply methods for footwear and leather goods manufacturing', 'apply footwear uppers pre-assembling techniques', 'calculate the productivity of the production of footwear and leather goods', 'plan supply chain logistics for footwear and leather goods', 'coordinate cutting room in footwear manufacturing', 'coordinate assembling room in footwear manufacturing', 'health and safety regulations', 'coordinate finishing room in footwear manufacturing', 'practice innovative thinking in the footwear and leather goods industries', 'apply footwear bottoms pre-assembling techniques', 'measure working time in footwear and leather goods production', 'coordinate closing room in footwear manufacturing', 'apply stitching techniques']"
footwear quality control laboratory technician,http://data.europa.eu/esco/occupation/ed976196-3d5d-4121-9367-e1022af603fa,"['use IT tools', 'perform laboratory tests on footwear or leather goods', 'footwear manufacturing technology', 'footwear components', 'footwear materials', 'apply footwear and leather goods quality control techniques', 'create solutions to problems', 'work in textile manufacturing teams', 'footwear quality']","['communicate commercial and technical issues in foreign languages', 'reduce environmental impact of footwear manufacturing', 'leather goods materials', 'health and safety regulations', 'leather goods components', 'use communication techniques', 'manage footwear quality systems']"
footwear quality controller,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663,"['footwear manufacturing technology', 'use communication techniques', 'footwear quality', 'use IT tools', 'footwear materials', 'communicate commercial and technical issues in foreign languages', 'exert a goal-oriented leadership role towards colleagues', 'footwear components', 'work in textile manufacturing teams', 'apply footwear and leather goods quality control techniques', 'manage footwear quality systems']","['determine footwear warehouse layout', 'assembling processes and techniques for goodyear footwear construction', 'footwear equipments', 'reduce environmental impact of footwear manufacturing', 'footwear machinery', 'automatic cutting systems for footwear and leather goods', 'pre-stitching processes and techniques for footwear and leather goods', 'perform laboratory tests on footwear or leather goods', 'footwear bottoms pre-assembly', 'create solutions to problems', 'footwear stitching techniques', 'assembling processes and techniques for california footwear construction', 'footwear uppers pre-assembly', 'make technical drawings of fashion pieces', 'footwear finishing techniques', 'assembling processes and techniques for cemented footwear construction']"
footwear quality manager,http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,"['footwear manufacturing technology', 'footwear components', 'footwear quality', 'health and safety in the workplace', 'plan supply chain logistics for footwear and leather goods', 'manage footwear quality systems', 'practice innovative thinking in the footwear and leather goods industries', 'exert a goal-oriented leadership role towards colleagues', 'reduce environmental impact of footwear manufacturing', 'communicate commercial and technical issues in foreign languages', 'apply footwear and leather goods quality control techniques', 'footwear materials', 'work in textile manufacturing teams', 'use communication techniques', 'use IT tools', 'create solutions to problems']","['footwear equipments', 'determine footwear warehouse layout', 'footwear creation process', 'footwear machinery', 'plan footwear manufacture', 'perform laboratory tests on footwear or leather goods', 'make technical drawings of fashion pieces']"
footwear quality technician,http://data.europa.eu/esco/occupation/8a0c1556-f616-4d41-a03c-8a093a644807,"['footwear quality', 'reduce environmental impact of footwear manufacturing', 'manage footwear quality systems', 'footwear components', 'footwear materials', 'use IT tools', 'footwear manufacturing technology', 'create solutions to problems', 'use communication techniques', 'work in textile manufacturing teams', 'exert a goal-oriented leadership role towards colleagues', 'apply footwear and leather goods quality control techniques', 'communicate commercial and technical issues in foreign languages', 'footwear finishing techniques']","['determine footwear warehouse layout', 'practice innovative thinking in the footwear and leather goods industries', 'make technical drawings of fashion pieces', 'plan supply chain logistics for footwear and leather goods', 'health and safety regulations', 'measure working time in footwear and leather goods production', 'perform laboratory tests on footwear or leather goods']"
footwear stitching machine operator,http://data.europa.eu/esco/occupation/6e102a30-2c0a-4a31-aee3-ae7b1fac5466,"['apply basic rules of maintenance to leather goods and footwear machinery', 'footwear materials', 'footwear components', 'footwear machinery', 'apply pre-stitching techniques', 'footwear quality', 'footwear stitching techniques', 'pre-stitching processes and techniques for footwear and leather goods', 'footwear manufacturing technology', 'footwear equipments']","['create solutions to problems', 'use IT tools', 'reduce environmental impact of footwear manufacturing']"
forecast manager,http://data.europa.eu/esco/occupation/aeb7c6bd-22c9-43c2-8551-a1cc2560584f,"['corporate social responsibility', 'forecast dividend trends', 'manage supplies', 'analyse economic trends', 'analyse supply chain strategies', 'follow company standards', 'maintain relationship with customers', 'forecast production quantities', 'analyse market financial trends', 'supplier management', 'supply chain management', 'order supplies', 'supply chain principles', 'identify suppliers', 'financial forecasting', 'manage inventory', 'assess supplier risks', 'strive for company growth', 'forecast future levels of business', 'analyse supply chain trends', 'estimate costs of required supplies', 'liaise with managers', 'analyse logistic changes', 'maintain relationship with suppliers']","['forecast economic trends', 'analyse logistic needs', ""forecast products' demand"", 'study sales levels of products', 'forecast sales over periods of time', 'use sales forecasting softwares', 'calculate purchasing levels of raw materials', 'statistics', 'assist in planning production scheduling', 'coordinate purchasing activities', 'manage logistics', 'manage standard enterprise resource planning system', 'economics', 'monitor ingredient storage']"
foreclosure specialist,http://data.europa.eu/esco/occupation/2339733d-5a37-4031-b587-db28848e4958,"['analyse financial risk', 'real estate market', 'handle financial disputes', 'protect client interests', 'collect property financial information', 'provide support in financial calculation', 'analyse loans', ""assess debtor's financial situation"", 'foreclosure', 'communicate with banking professionals', 'property law', 'create a financial plan', 'obtain financial information', 'examine mortgage loan documents', 'mortgage loans']","['interview bank loanees', 'advise on property value', 'debt systems', 'perform property market research', 'compare property values', 'banking activities', 'apply conflict management', 'provide information on properties', 'consult credit score', 'perform debt investigation', 'advise on conflict management', 'repossession', 'value properties', 'insolvency law']"
foreign affairs officer,http://data.europa.eu/esco/occupation/f7450c1f-20b7-45dd-b3bb-25095830bf3f,"['create solutions to problems', 'international law', 'labour legislation', 'analyse problems for opportunities', 'assess risk factors', 'government policy implementation', 'analyse foreign affairs policies', 'foreign affairs policy development', 'advise on public relations', 'manage administrative systems', 'advise on foreign affairs policies', 'foreign affairs']","['develop professional network', 'think analytically', 'apply conflict management', 'show intercultural awareness', 'ensure cross-department cooperation', 'advise on licencing procedures', 'diplomatic principles', 'use different communication channels', 'maintain relationships with government agencies', 'government representation', 'facilitate official agreement', 'advise on legislative acts', 'present reports', 'establish collaborative relations', 'manage government policy implementation', 'international commercial transactions rules', 'speak different languages', 'develop promotional tools', 'perform public relations', 'report analysis results', 'build international relations', 'develop international cooperation strategies', 'observe new developments in foreign countries']"
foreign correspondent,http://data.europa.eu/esco/occupation/4cc98057-8ed5-4b45-855b-7a67bc2e5bae,"['stay up to date with social media', 'study cultures', 'study topics', 'write to a deadline', 'observe new developments in foreign countries', 'writing techniques', 'interview techniques', 'show intercultural awareness', 'provide context to news stories', 'use specific writing techniques', 'follow the news', 'speak different languages', 'spelling', 'interview people', 'apply grammar and spelling rules', 'grammar', 'rhetoric', 'copyright legislation', 'build contacts to maintain news flow', 'develop professional network', 'participate in editorial meetings', 'consult information sources', 'editorial standards', 'evaluate writings in response to feedback', 'follow ethical code of conduct of journalists']","['proofread text', 'manage personal finances', 'pronunciation techniques', 'promote your writings', 'create online news content', 'rewrite articles', 'check correctness of information', 'adapt to type of media', 'present during live broadcasts', 'adapt to changing situations', 'apply desktop publishing techniques', 'write captions', 'document interviews', 'desktop publishing', 'manage writing administration', 'do historical research', 'communicate by telephone', 'write headlines', 'provide written content', 'press law', 'ICT software specifications', 'follow directions of on-site director', 'multimedia systems']"
foreign exchange broker,http://data.europa.eu/esco/occupation/fadb09c5-db84-4240-9fd6-68b4c0abeed5,"['apply technical communication skills', 'analyse market financial trends', 'financial markets', 'commercial law', 'forecast economic trends', 'economics', 'analyse economic trends', 'advise on financial matters', 'foreign valuta', 'analyse financial risk', 'perform financial risk management in international trade', 'financial jurisdiction', 'trade foreign currencies']","['review investment portfolios', 'international commercial transactions rules', 'operate financial instruments', 'perform stock valuation', 'actuarial science', 'stock market', 'international trade', 'securities', 'communicate with banking professionals', 'protect client interests', 'provide financial product information', 'banking activities', 'build business relationships', 'maintain records of financial transactions', 'statistics', 'accounting', 'trade securities', 'handle financial transactions', 'monitor stock market', 'trace financial transactions', 'negotiate with stakeholders', 'financial products']"
foreign exchange cashier,http://data.europa.eu/esco/occupation/b7fc1cd1-0d6d-4e9e-8a9f-c3270201be81,"['provide financial product information', 'maintain records of financial transactions', 'customer service', 'maintain financial records', 'handle financial transactions', 'electronic communication', 'trade foreign currencies', 'foreign valuta', 'banking activities', 'perform clerical duties']","['financial jurisdiction', 'apply technical communication skills', 'use IT tools', 'provide customers with price information', ""process order forms with customer's information"", 'communicate with banking professionals', 'trace financial transactions', 'financial markets', 'statistics', 'offer financial services', 'commercial law', 'communicate with customers', 'provide customers with order information']"
foreign exchange trader,http://data.europa.eu/esco/occupation/05a06850-d465-481e-9d68-792d4ad1da3e,"['economics', 'forecast economic trends', 'commercial law', 'perform financial risk management in international trade', 'financial jurisdiction', 'manage financial risk', 'analyse economic trends', 'handle financial transactions', 'foreign valuta', 'analyse financial risk', 'financial markets', 'trade foreign currencies', 'analyse market financial trends']","['financial products', 'perform stock valuation', 'operate financial instruments', 'banking activities', 'advise on financial matters', 'securities', 'accounting', 'statistics', 'international commercial transactions rules', 'maintain records of financial transactions', 'monitor stock market', 'trace financial transactions', 'trade securities', 'stock market', 'actuarial science', 'international trade']"
foreign language correspondence clerk,http://data.europa.eu/esco/occupation/c8505fa5-0a33-4143-bd87-f24f569e8813,"['translate language concepts', 'communicate commercial and technical issues in foreign languages', 'grammar', 'company policies', 'apply grammar and spelling rules', 'master language rules', 'translate foreign language', 'speak different languages', 'spelling', 'ensure proper document management']","['file documents', 'organise business documents', 'disseminate internal communications', 'communicate by telephone', 'liaise with managers', 'use office systems', 'handle mail', 'perform office routine activities', 'draft corporate emails', 'deliver correspondence']"
forest ranger,http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,"['health, safety and hygiene legislation', 'forest conservation', 'make decisions regarding forestry management', 'environmental legislation', 'pollution prevention', 'assist forest visitors', 'develop forestry strategies', 'promote environmental awareness', 'tree preservation and conservation', 'write work-related reports', 'oversee the use of the land within the park', 'enforce park rules', 'perform search and rescue missions', 'monitor forest health', 'perform safety inspections']","['provide first aid', 'work independently in forestry services', 'educate the public about wildlife', 'build business relationships', 'communicate with others who are significant to service users', 'conserve forests', 'care for the wildlife', 'animal hunting', 'maintain plant health', 'maintain plant soil nutrition', 'report pollution incidents', 'provide first aid to animals', 'business management principles', 'communicate with customers', 'manage forest fires', 'analyse tree population', 'assist tree identification', 'speak different languages', 'carry out routine maintenance of wood cutting machinery', 'maintain trails', 'use a computer', 'botany']"
forest worker,http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,"['maintain trails', 'perform pest control', 'protect biodiversity', 'assist forest survey crew', 'control tree diseases', 'nurse trees', 'plant green plants', 'build fences', 'pollution prevention', 'perform weed control operations', 'plant trees', 'climb trees', 'work independently in forestry services', 'spray pesticides', 'assist tree identification', 'carry out aerial tree rigging', 'have a high level of safety awareness', 'operate forestry equipment', 'manage forest fires', 'execute disease and pest control activities', 'put up signs', 'maintain forestry equipment', 'perform tree thinning']","['develop forestry strategies', 'adapt to changes in forestry', 'maintain camping facilities', 'report pollution incidents', 'make decisions regarding forestry management', 'use a computer', 'handle forest products', 'animal hunting', 'pay attention to safety while performing forestry operations']"
forester,http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,"['plant disease control', 'organise labour', 'organise tree plantations', 'environmental legislation', 'agronomy', 'forestry regulations', 'health and safety regulations', 'animal welfare legislation', 'monitor forest health', 'monitor forest productivity', 'write technical reports related to trees', 'environmental policy', 'manage forests', 'promote environmental awareness', 'pest control in plants', 'supervise forestry workers', 'conserve forests']","['communicate with customers', 'coordinate forestry research', 'geographic information systems', 'manage staff', 'use a computer', 'estimate damage', 'manage production enterprise', 'apply forest legislation', 'interact with clients in forestry', 'manage time in forestry', 'report pollution incidents', 'use communication techniques', 'operate GPS systems', 'manage budgets', 'develop natural areas works programmes', 'coordinate timber sales', 'organise harvests', 'forecast timber production', 'perform project management', 'business management principles', 'animal hunting', 'harvest timber', 'work independently in forestry services', 'advise on timber harvest']"
forestry adviser,http://data.europa.eu/esco/occupation/fa32eb3f-5c9f-4668-8f85-5eefb3badab8,"['environmental legislation', 'forestry regulations', 'wildlife', 'advise on fertiliser and herbicide', 'coordinate new sites preparation', 'perform forest analysis', 'assess harvesting impact on wildlife', 'advise on timber harvest', 'monitor forest health', 'inspect trees', 'use a computer', 'forest ecology', 'estimate damage', 'conserve forests', 'use different communication channels', 'monitor water quality', 'perform project management', 'agronomy', 'ecosystems', 'make decisions regarding forestry management', 'perform forest diseases control', 'apply forest legislation']","['develop personal skills', 'interact with clients in forestry', 'nurse trees', 'assist tree identification', 'develop forestry strategies', 'read maps', 'lead a team in forestry services', 'report pollution incidents', 'climate change impact', 'provide training', 'geographic information systems', 'write technical reports related to trees']"
forestry equipment operator,http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1,"['extract coppice', 'select tree felling methods', 'process arisings from treework operations', 'fell trees', 'load timber onto a skidder', 'maintain the security of machinery', 'process timber using hand-fed machinery', 'identify trees to fell', 'minimise environmental impact on the surrounding area', 'drive timber machine', 'carry out routine maintenance of wood cutting machinery', 'prepare emergency treework operations', 'de-limb trees', 'assess hazards implied in tree operations', 'spray pesticides', 'assess felled timber quality', 'manage logs segregation and stacking', 'assess felled timber volume', 'operate forestry machinery']","['limit load to prevent damage', 'forecast workload', 'operate GPS systems', 'comply with timber trade code of conduct', 'sharpen edged tools', 'maintain forest inventory', 'advise on timber-based products', 'use hand tools for forestry work', 'forest ecology', 'work independently in forestry services', 'advise on timber harvest', 'forest conservation', 'attach protective attachments to timber piles', 'report to the team leader', 'maintain edged hand tools', 'use ICT systems', 'maintain forestry equipment', 'provide first aid', 'harvest timber', 'agronomy', 'report pollution incidents', 'inspect timber', 'forecast timber production', 'timber products']"
forestry inspector,http://data.europa.eu/esco/occupation/6c7d333a-b2a9-4325-b25b-566d1ecc956d,"['write work-related reports', 'monitor work site', 'ensure compliance with legal requirements', 'environmental legislation in agriculture and forestry', 'undertake inspections', 'communicate health and safety measures', 'forestry regulations', 'maintain forest inventory', 'analyse business processes', 'conduct environmental surveys', 'health, safety and hygiene legislation', 'enforce sanitation procedures']","['supervise forestry workers', 'review meteorological forecast data', 'monitor forest health', 'develop forestry strategies', 'check payment', 'fire prevention procedures', 'manage maintenance operations', 'forest conservation', 'cost management', 'perform forest analysis', 'carry out forestry related measurements', 'monitor forest productivity', 'pollution prevention', 'conduct reforestation surveys']"
forestry machinery technician,http://data.europa.eu/esco/occupation/f49d893a-ac89-4f3b-b547-1cbdf4d69fde,"['use technical documentation', 'analyse ICT system', 'debug software', 'use power tools', 'use welding equipment', 'maintain mechanical equipment', 'operate soldering equipment', 'drive timber machine', 'operate forestry machinery', 'repair ICT devices', 'manoeuvre heavy trucks', 'apply health and safety standards', 'solve ICT system problems', 'report to the team leader', 'mechanical components of vehicles', 'repair equipment on site', 'operate welding equipment', 'maintain forestry equipment', 'industrial software']","['manage time in forestry', 'forestry regulations', 'pay attention to safety while performing forestry operations', 'carry out work related calculations in agriculture', 'provide first aid', 'maintain edged hand tools', 'work in a forestry team', 'carry out forestry related measurements', 'report pollution incidents']"
forestry technician,http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93,"['fire-fighting systems', 'logging', 'apply forest legislation', 'perform tree thinning', 'maintain forestry equipment', 'apply prescribed herbicides', 'environmental policy', 'operate forestry equipment', 'manage forest fires', 'vegetation control', 'conduct reforestation surveys', 'monitor work site', 'forest ecology', 'monitor logging operations', 'provide first aid', 'coordinate timber sales', 'plant green plants', 'maintain forest roads', 'supervise forestry workers']","['advise supervisors', 'monitor equipment', 'read maps', 'advise client on technical possibilities', 'monitor forest productivity', 'lead a team in forestry services', 'monitor workload', 'advise on timber harvest', 'advise contractors', 'work in a forestry team', 'operate GPS systems', 'advise on tree issues', 'monitor drivers', 'report pollution incidents', 'use different communication channels']"
forge equipment technician,http://data.europa.eu/esco/occupation/599c2ce9-0e1b-4f63-9d65-1f19b3847efb,"['perform maintenance on installed equipment', 'types of forging press', 'consult technical resources', 'record test data', 'use measurement instruments', 'mechanics', 'conduct routine machinery checks', 'resolve equipment malfunctions', 'perform test run', 'operate soldering equipment', 'perform machine maintenance', 'replace defect components', 'operate welding equipment', 'use testing equipment']","['maintain electronic equipment', 'maintain electrical equipment', 'provide technical documentation', 'tend mechanical forging press', 'install hydraulic systems', 'pneumatics', 'forging processes', 'apply technical communication skills', 'maintain hydraulic forging press', 'order supplies', 'use a computer', 'troubleshoot', 'advise on safety improvements', 'provide customer information related to repairs', 'install pneumatic systems', 'estimate restoration costs', 'prepare compliance documents', 'perform risk analysis', 'install electrical and electronic equipment', 'maintain hydraulic systems', 'mechanical forging press parts', 'electronics', 'hydraulics', 'write records for repairs']"
forklift operator,http://data.europa.eu/esco/occupation/eeac6251-1974-42f5-91ed-513c6c883755,"['conduct forklift inspections', 'lift heavy weights', 'apply techniques for stacking goods into containers', 'prepare shipments in time', 'operate package processing equipment', 'estimate distances', 'follow control of substances hazardous to health procedures', 'carry out stock rotation', 'meet picking standards', 'handle dangerous goods', 'follow work procedures', 'match goods with appropriate packaging according to security procedures', 'store warehouse goods with precision', 'operate forklift', 'maintain concentration for long periods', 'ensure compliance with environmental legislation', 'follow given instructions', 'follow signalling instructions', 'pick orders for dispatching', 'operate warehouse materials', 'maintain warehouse database', 'stack empty pallets', 'work in a logistics team', 'follow verbal instructions', 'transfer stock', 'apply company policies', 'follow stock control instructions', 'stay alert', 'operate radio equipment', 'monitor goods movement', 'weigh materials', 'types of packaging used in industrial shipments']","['show confidence', 'use barcode scanning equipment', 'act reliably', 'maintain equipment', 'execute vehicle maintenance', 'use telescopic handlers', 'monitor vehicle repairs', 'manage a warehouse management system', 'use different communication channels']"
